city,prop_id,facility_type,floor_area,site_eui
Los Angeles,465,Multifamily Housing,370617,28.6
Los Angeles,466,Multifamily Housing,247023,27.1
Los Angeles,467,Multifamily Housing,189745,28.4
Los Angeles,468,Multifamily Housing,90700,32.2
Los Angeles,469,Multifamily Housing,277680,33
Los Angeles,470,Multifamily Housing,147000,22.4
Los Angeles,471,Multifamily Housing,25000,37
Los Angeles,472,Multifamily Housing,102932,42.9
Los Angeles,473,Multifamily Housing,46144,44.5
Los Angeles,474,Multifamily Housing,35664,59.6
Los Angeles,475,Multifamily Housing,25740,13.7
Los Angeles,476,Multifamily Housing,93635,34.5
Los Angeles,477,Multifamily Housing,35312,44.7
Los Angeles,478,Multifamily Housing,52253,42.1
Los Angeles,479,Multifamily Housing,156522,41.1
Los Angeles,480,Multifamily Housing,110087,64
Los Angeles,481,Multifamily Housing,87617,37.1
Los Angeles,482,Multifamily Housing,34713,5
Los Angeles,483,Multifamily Housing,20591,43.8
Los Angeles,484,Multifamily Housing,17500,51.6
Los Angeles,485,Multifamily Housing,20852,66.3
Los Angeles,486,Multifamily Housing,68345,36.9
Los Angeles,487,Multifamily Housing,50674,35.3
Los Angeles,488,Multifamily Housing,148782,41.9
Los Angeles,489,Office,248368,46.7
Los Angeles,490,Multifamily Housing,38136,27.5
Los Angeles,491,Multifamily Housing,34579,31.7
Los Angeles,492,Multifamily Housing,129962,66.4
Los Angeles,493,Multifamily Housing,22740,60.2
Los Angeles,494,Multifamily Housing,33798,39.1
Los Angeles,495,Multifamily Housing,278304,34.3
Los Angeles,496,Multifamily Housing,137907,35.2
Los Angeles,497,Multifamily Housing,41400,38.3
Los Angeles,498,Multifamily Housing,52548,40.2
Los Angeles,499,Multifamily Housing,88040,36.5
Los Angeles,500,Multifamily Housing,21768,46.1
Los Angeles,501,Multifamily Housing,146796,42.6
Los Angeles,502,Multifamily Housing,28170,58.4
Los Angeles,503,Multifamily Housing,221538,27.6
Los Angeles,504,Multifamily Housing,88040,27
Los Angeles,505,Multifamily Housing,22619,142.5
Los Angeles,506,Multifamily Housing,401800,29.2
Los Angeles,507,Multifamily Housing,29407,35.6
Los Angeles,508,Multifamily Housing,28999,50.2
Los Angeles,509,Multifamily Housing,28926,45.1
Los Angeles,510,Multifamily Housing,42276,41.8
Los Angeles,511,Office,22358,35.6
Los Angeles,512,Multifamily Housing,55969,38.3
Los Angeles,513,Office,29693,65.1
Los Angeles,514,Multifamily Housing,35880,46.5
Los Angeles,515,Multifamily Housing,158213,39.8
Los Angeles,516,Multifamily Housing,23675,47.4
Los Angeles,517,Multifamily Housing,23369,45.5
Los Angeles,518,Multifamily Housing,58146,42.3
Los Angeles,519,Multifamily Housing,19475,60.9
Los Angeles,520,Office,67570,15.9
Los Angeles,521,Multifamily Housing,28000,27.1
Los Angeles,522,Multifamily Housing,26000,45.7
Los Angeles,523,Multifamily Housing,25800,16.7
Los Angeles,524,Multifamily Housing,73875,57.4
Los Angeles,525,Multifamily Housing,33902,49.1
Los Angeles,526,Multifamily Housing,24874,42.6
Los Angeles,527,Office,36504,98.1
Los Angeles,528,Multifamily Housing,20046,40.9
Los Angeles,529,Multifamily Housing,45396,43.9
Los Angeles,530,Multifamily Housing,27132,40.9
Los Angeles,531,Multifamily Housing,20106,34.6
Los Angeles,532,Multifamily Housing,43956,38.5
Los Angeles,533,Office,80715,49.8
Los Angeles,534,Office,1090136,61.5
Los Angeles,535,Multifamily Housing,24415,40.1
Los Angeles,536,Multifamily Housing,24452,38.9
Los Angeles,537,Multifamily Housing,22998,30.5
Los Angeles,538,Multifamily Housing,69610,38.6
Los Angeles,539,Multifamily Housing,181079,53.6
Los Angeles,540,Multifamily Housing,34141,16.7
Los Angeles,541,Multifamily Housing,32085,57.2
Los Angeles,542,Multifamily Housing,34710,46.5
Los Angeles,543,Multifamily Housing,24930,7.7
Los Angeles,544,Multifamily Housing,20240,49.5
Los Angeles,545,Multifamily Housing,23406,50.7
Los Angeles,546,Multifamily Housing,22032,47.4
Los Angeles,547,Multifamily Housing,125252,36.7
Los Angeles,548,Multifamily Housing,106116,19.2
Los Angeles,549,Office,73702,38.3
Los Angeles,550,Multifamily Housing,50000,23.7
Los Angeles,551,Multifamily Housing,112747,60.1
Los Angeles,552,Multifamily Housing,49794,36.7
Los Angeles,553,Office,259571,58.8
Los Angeles,554,Multifamily Housing,63145,30.4
Los Angeles,555,Office,229198,17
Los Angeles,556,Multifamily Housing,26223,49.9
Los Angeles,557,Multifamily Housing,40183,41
Los Angeles,558,Multifamily Housing,28025,59.2
Los Angeles,559,Multifamily Housing,31016,23.8
Los Angeles,560,Multifamily Housing,19110,46.5
Los Angeles,561,Multifamily Housing,26875,50.7
Los Angeles,562,Multifamily Housing,148403,53
Los Angeles,563,Multifamily Housing,65376,27.6
Los Angeles,564,Multifamily Housing,22316,58.4
Los Angeles,565,Multifamily Housing,107034,36.1
Los Angeles,566,Multifamily Housing,66925,56.8
Los Angeles,567,Multifamily Housing,39774,14
Los Angeles,568,Multifamily Housing,22511,54
Los Angeles,569,Multifamily Housing,21114,33
Los Angeles,570,Office,263760,86.5
Los Angeles,571,Multifamily Housing,29990,48.7
Los Angeles,572,Office,42564,74.8
Los Angeles,573,Multifamily Housing,45705,36.3
Los Angeles,574,Multifamily Housing,25600,37.6
Los Angeles,575,Multifamily Housing,269608,47.2
Los Angeles,576,Multifamily Housing,34580,46.5
Los Angeles,577,Office,25475,10.7
Los Angeles,578,Multifamily Housing,33744,36.5
Los Angeles,579,Multifamily Housing,26082,12.7
Los Angeles,580,Multifamily Housing,96153,24.7
Los Angeles,581,Multifamily Housing,118030,32.1
Los Angeles,582,Multifamily Housing,25805,28.2
Los Angeles,583,Multifamily Housing,45345,30.4
Los Angeles,584,Multifamily Housing,23548,37
Los Angeles,585,Office,100635,39.1
Los Angeles,586,Office,484677,35.4
Los Angeles,587,Multifamily Housing,20148,40.5
